row_no,item_code,description,qty,rate,amount,gst,total,_source_file,_folder,_project,unit,unit_2
Vendor: Crown Cement Pvt Ltd,PROJECT: SATTI_MALL,,,,,,,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
PO Ref: PO-APT-2626,,,,,,,,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
1,CLEAR GLASS 6,GLS-CLR6,173.4,196.0,33986.4,,33986.4,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
2,OPC 50 KG,OPC 50 KG,57.6,876.0,50458.0,8577.79,59035.39,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
3,STL-RB16,REBAR-16MM,,149.0,69612.8,11834.18,81446.98,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
4,RETI (RIVER),river_sand,PKR 231,32.0,7401.6,1258.27,8659.87,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
5,CNC-RDY-M20,M20 Ready Mix Concrete,218.3,468.0,102164.4,,102164.4,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
6,GI_PIPE_1INCH,GI PIPE 1IN,41.4,180.0,7452.0,,7452.0,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
7,"G.I.PIPE 2""",GI PIPE 2IN,398.5,,117557.5,,117557.5,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
,,,,,410302.54,,,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_MALL_Bill_03_BILL-16-657.xlsx,purchase_bills,SATTI_MALL,,
BILL-18-790   Super Steel & Iron Works   2007/01/27,,,,,,,,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
1,PAI-OIL,White Oil Paint 4L,66/-,1773.0,116308.8,19772.5,136081.3,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
2,GENSET-25,Generator 25KVA,362,861603.0,311900286.0,53023048.62,364923335.0,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
3,ARMOURED CABLE 95,CBL-ARM95,111.5,812.0,90538.0,15391.46,105929.46,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
4,CLASS A BRICK,BRK-A,441.8,14956.0,6607560.8,,6607560.8,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
5,MR PLY 12,Plywood 12mm MR,383.4,2055.0,787887.0,,787887.0,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
,,,,,372560793.18,,,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_MALL_Bill_03_BILL-18-790.xlsx,purchase_bills,SATTI_MALL,,
BILL08621   Allied Cables & Wires   10-Oct-2007,,,,,,,,purchase_bills\SATTI_MALL_Bill_04_BILL08621.xlsx,purchase_bills,SATTI_MALL,,
1,,rmc_m20,M20 Concrete,,130323.2,,,purchase_bills\SATTI_MALL_Bill_04_BILL08621.xlsx,purchase_bills,SATTI_MALL,,448
2,,ALM-W4,"A.Win 4""",,1850518.4,,,purchase_bills\SATTI_MALL_Bill_04_BILL08621.xlsx,purchase_bills,SATTI_MALL,TBD,14816
3,,WIR-CP7,Copper Wire 7/.029,,24833.2,,,purchase_bills\SATTI_MALL_Bill_04_BILL08621.xlsx,purchase_bills,SATTI_MALL,253.4,98
,,,,,2032051.38,,,purchase_bills\SATTI_MALL_Bill_04_BILL08621.xlsx,purchase_bills,SATTI_MALL,,Grand Total:
,,,,,,,,purchase_bills\SATTI_MALL_Bill_04_BILL08621.xlsx,purchase_bills,SATTI_MALL,,Payment Status:
Prepared by:,,,,,,,,purchase_bills\SATTI_MALL_Bill_04_BILL08621.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL16042,Vendor:,,,,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,Pak Steel Traders,
Project,SATTI_MALL,Date:,,,,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,09.06.2006,
1,WHITE OIL PAINT 4L,paint_oil_w,,2015.0,316959.5,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,157.3,
2,MR PLY 12,MR Ply 12,,1904.0,223910.4,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,117.6,
3,BRICKS_A,BRK-A,,15882.0,,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,PKR 21,
,,,,,961722.63,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_MALL_Bill_04_BILL16042.xlsx,purchase_bills,SATTI_MALL,,
BILL-08-532   Tariq & Sons Electricals   2007/11/26,,,,,,,,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
1,PLYWOOD 12MM MR,PLYWD-12,477.5,2401.0,1146477.5,194901.18,1341378.68,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
2,ALM-W4,al_window_4,139.2,14770.0,2055984.0,349517.0,2405501.28,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
3,PAI-OIL,Oil Paint (White) 4Ltr,54.6,1708.0,93256.8,15853.66,,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
4,COPPER WIRE 7/.029,Copper Wire 7/.029,327,102.0,33354.0,5670.18,39024.18,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
5,WIR-COP-3,WIR-CP3,PKR 212,61.0,12925.9,,12925.9,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
6,REBAR-16MM,16mm Steel Rebar,9.6,143.0,1372.8,233.38,1606.18,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
7,IMP_MARBLE_W,White Marble Imp.,140.1,743.0,104094.3,17696.0,121790.33,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
8,RMC_M20,CNC-M20,91.9,465.0,42734.0,,,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
9,GENSET-25,GEN-25K,8.4,916819.0,7701279.6,1309217.53,9010497.13,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
10,PIP-GI1,"1"" GI Pipe",335.6,178.0,59736.8,10155.26,69892.06,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
,,,,,13154459.7,,,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,,,,,,,,purchase_bills\SATTI_MALL_Bill_05_BILL-08-532.xlsx,purchase_bills,SATTI_MALL,,
BILL13980   Crown Cement Pvt Ltd   14-Aug-2007,,,,,,,,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
1,COPPER WIRE 3/.029,wire_3029,131.9,55.0,7254.5,1233.27,8487.77,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
2,STL-RB16,16mm Steel Rebar,337/-,141.0,47460.6,,47460.6,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
3,CNC-RDY-M20,M20 Concrete,489.1,377.0,184390.7,,184390.7,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
4,CEMENT-50,cem_opc_50,34.3,1027.0,35226.1,,35226.0,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
5,WHITE OIL PAINT 4L,PAI-OIL,467.3,,724315.0,,724315.0,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
,,,,,999880.0,,,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,,,,,,,,purchase_bills\SATTI_MALL_Bill_05_BILL13980.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL-13-292,Vendor:,,,,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,Siemens Pakistan (Electro),
Project,SATTI_MALL,Date:,,,,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,02-16-2008,
1,CEM-OPC-50,CEMENT-50,,935.0,182231.5,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,194.9,
2,TILE-12X12,"Tile 12x12""",,89.0,10858.0,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,,
3,BRICK-CLA,bricks_a,,15748.0,993698.8,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,63.1,
4,SAND (FINE),river_sand,,37.0,7026.3,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,189.9,
5,"C.AGG 3/4""",coarse agg,,48.0,20985.6,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,437.2,
6,GI_PIPE_2INCH,gi_pipe_2inch,,313.0,32896.3,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,105.1,
7,25KVA GENSET,25 KVA Generator,,934463.0,420508350.0,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,450.0,
8,AC-95SQ,ARMD-CBL-95,,823.0,298749.0,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,363,
,,,,,493752129.0,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,ASIF,,,,,,,purchase_bills\SATTI_MALL_Bill_06_BILL-13-292.xlsx,purchase_bills,SATTI_MALL,,
BILL/11/981   Crown Cement Pvt Ltd   02.09.2007,,,,,,,,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
1,GEN-25KVA,25KVA Genset,70.3,925896.0,65090488.8,11065383.0,76155871.9,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
2,GLS-CLR6,6mm_glass,41.1,215.0,8836.5,,8836.5,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
3,BRK-A,BRK-A,384.1,16009.0,6149056.9,,6149056.9,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
4,GALVPIPE-1,GalvPipe-1,437.9,160.0,70064.0,,70064.0,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
5,ALM-WIN-4,ALU-WIN4,234.2,15453.0,3619092.6,,,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
6,STL-RB-16,16mm Steel Rebar,405.7,137.0,55580.9,,55581.0,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
7,WIRE_7029,7/0.029 Copper Wire,126.1,82.0,10340.2,1757.83,12098.03,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
8,GALVPIPE-2,gi_pipe_2inch,162.9,319.0,51965.1,,51965.1,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
,,,,,86737812.0,,,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_MALL_Bill_06_BILL_11_981.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL06294,Vendor:,,,,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,Fazal Bricks & Tiles,
Project,SATTI_MALL,Date:,,,,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,2006/11/01,
1,GLASS-6MM,GLS-CLR6,,249.0,35208.6,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,141.4,
2,CBL-ARM-95,CBL-ARM95,,748.0,80036.0,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,107,
3,COMMODE STANDARD,Commode Standard,,11440.0,1384240.0,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,121/-,
4,"TILE 12X12""",floor_tile_12,,87.0,14172.3,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,162.9,
5,PIP-GI2,"G.I.Pipe 2""",,269.0,41345.3,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,153.7,
6,CLASS A BRICK,Class-A Red Brick,,15855.0,7710286.5,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,486.3,
7,ALUM WINDOW 4FT,ALM-W4,,14385.0,5443284.0,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,378.4,
,,,,,14722178.82,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,,,,,,,,purchase_bills\SATTI_MALL_Bill_07_BILL06294.xlsx,purchase_bills,SATTI_MALL,,
BILL16508   Pak Steel Traders   18-Apr-2007,,,,,,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,,
1,GALVPIPE-1,PIP-GI1,,173.0,5276.5,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,PKR 30,
2,PLY_MR_12MM,MR Ply 12,,2008.0,225699.2,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,112.4,
3,CEM_OPC_50,OPC Cement 50kg Bag,,1022.0,382943.4,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,374.7,
4,GLASS-6MM,GLASS-6MM,,222.0,42934.8,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,193.4,
5,ENAMEL WH.,White Oil Paint 4L,,1703.0,650546.0,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,382,
6,STL-RB-16,REBAR-16MM,,,40161.6,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,278.9,
7,WIR-CP7,Copper Wire 7/.029,,108.0,29980.8,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,277.6,
,,,,,1500530.78,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_MALL_Bill_07_BILL16508.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL/14/249,Vendor:,Metro Plumbing Supplies,,,,,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
Project,SATTI_MALL,Date:,25/11/06,,,,,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
1,ALM-W4,al_window_4,164.2,13556.0,2225895.2,378402.18,2604297.38,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
2,GALVPIPE-2,"G.I.Pipe 2""",382,293.0,111926.0,19027.42,130953.0,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
3,GI_PIPE_1INCH,gi_pipe_1inch,361.4,169.0,61076.6,10383.02,71459.62,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
4,"CER.TILE 12""","Tile 12x12""",322.6,,27421.0,4661.57,32082.57,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
,,,,,2838792.99,,,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,,,,,,,,purchase_bills\SATTI_MALL_Bill_08_BILL_14_249.xlsx,purchase_bills,SATTI_MALL,,
BILL/16/501   Crown Cement Pvt Ltd   07/11/2007,,,,,,,,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
1,REBAR 1/2 INCH,STL-RB12,TBD,114.0,6612.0,1124.04,7736.04,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
2,READY MIX M20,Ready Mix M20,284.7,482.0,137225.4,23328.32,160553.72,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
3,25KVA GENSET,25KVA Genset,,823493.0,229425149.8,39002275.47,268427425.27,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
4,WIR-COP-7,CopWire7,460,87.0,40020.0,,40020.0,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
5,COPWIRE3,CopWire3,PKR 331,50.0,16540.0,,16540.0,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
6,MAR-W-IMP,MRB-IMP,284.2,694.0,197234.8,,197234.8,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
7,CBL-ARM-95,arm_cable_95,374,811.0,303314.0,51563.38,354877.38,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
8,OIL-PAINT-W,Oil Paint (White) 4Ltr,318.9,1953.0,622811.7,,728689.69,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
9,MR PLY 12,PLYWD-12,,2341.0,936400.0,159188.0,1095588.0,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
,,,,,271028665.0,,,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_MALL_Bill_08_BILL_16_501.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL 12 105,Vendor:,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,Crown Cement Pvt Ltd,
Project,SATTI_MALL,Date:,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,29.07.2006,
1,TILE-12X12,"Cer.Tile 12""",,77.0,5944.4,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,77.2,
2,SAND (FINE),Sand (Fine),,36.0,9014.4,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,250.4,
3,BAJRI 3/4,GRAVEL-3/4,,54.0,12036.6,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,222.9,
4,WIRE_7029,WIR-CP7,,86.0,20820.6,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,242.1,
5,WIR-CP3,WIRE-3/029,,60.0,11466.0,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,191.1,
,,,,,67313.72,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,ASIF,,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL 12 105.xlsx,purchase_bills,SATTI_MALL,,
Bill No: BILL-07-968,,,Date: 19/06/06,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,,
Vendor: Pioneer Generators Ltd,,Project: SATTI_MALL,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,,
PO Ref: PO-MALL-6856,,,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,,
1,,Steel Bar 12,STL-RB12,,16780.0,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,124.3,135
2,,25KVA Genset,Generator 25KVA,,126178984.8,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,125.4,"1,006,212/-"
3,,SAN-WC-STD,Standard WC/Commode,,2475218.0,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,205.6,12039
4,,Sand (Fine),SAND-RIVER,,11118.9,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,285.1,PKR 39
5,,Red Brick A-Grade,Class A Brick,,2196715.2,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,139.2,15781
6,,GLASS-6MM,6mm Clear Glass,,108683.0,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,480.9,226
7,,STL-RB16,Steel Bar 16,,56457.0,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,418.2,135
,,,,,152919915.65,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,,Grand Total:
,,,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,,Payment Status:
Prepared by:,,Tariq,,,,,,purchase_bills\SATTI_MALL_Bill_09_BILL-07-968.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL-07-448,Vendor:,Tariq & Sons Electricals,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
Project,SATTI_MALL,Date:,17/07/06,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
1,CEMENT-50,CEMENT-50,55.6,832.0,46259.2,7864.0,54123.26,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
2,REBAR-12MM,rebar 1/2 inch,11.1,127.0,1409.7,,1409.7,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
3,WIRE_3029,Copper Wire 3/.029,88.9,,4533.9,770.76,5304.66,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
4,GLS-CLR6,Sheesha 6mm,314.4,226.0,71054.4,12079.25,83133.65,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
,,,,,143971.27,,,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL-07-448.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL11449,Vendor:,,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,Hafiz Glass & Aluminum,
Project,SATTI_MALL,Date:,,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,"February 23, 2007",
1,CBL-ARM-95,arm_cable_95,,895.0,440250.5,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,491.9,
2,CEMENT-50,CEM-OPC50,,955.0,246199.0,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,257.8,
3,RED BRICK A-GRADE,bricks_a,,13349.0,3373292.3,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,252.7,
4,GALVPIPE-2,PIP-GI2,,295.0,52333.0,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,177.4,
