row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Bill No:,RB-SAT-C005-02,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,19/02/07,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,3532686.79,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,RCC M20,cft,833.6,1206.0,1005321.6,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Brick Masonry,cft,2405.6,836.0,2011081.6,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,Window Frame,nos,PKR 782,1449.0,1133408.0,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,Door Frame,nos,3291.8,641.0,2110043.8,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,Plumbing Fixture,nos,3230.6,480.0,1550688.0,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
6,Excavation,cft,3280.4,2418.0,7932007.2,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
7,Plastering,sft,4776.4,2279.0,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,455272.01,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,2370729.98,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,45527.2,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,409744.81,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C005_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C005-03,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,28-Dec-2006,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,8520477.76,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Electrical Wiring,point,2892.3,2385.0,6898135.5,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,Painting,sft,"PKR 4,241",1477.0,6264252.4,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Plastering,sft,1240,2258.0,2799920.0,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Window Frame,nos,3542.5,2053.0,7272752.5,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1572079.13,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,858106.42,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,157207.91,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1414871.0,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C005_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C005-04,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,09.05.2007,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,TBD,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,RCC M20,cft,1018,731.0,744158.0,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,Brick Masonry,cft,"2,874/-",318.0,,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Window Frame,nos,"2,857/-",2325.0,6642292.5,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,Flooring,sft,3651.5,1488.0,5433432.0,Disputed,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
5,Excavation,cft,"4,341/-",1303.0,5655801.8,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
6,Door Frame,nos,2355.8,566.0,1333382.8,As per BOQ,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,1123051.08,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,3463466.52,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,112305.11,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C005_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C006-01,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Date:,24.06.2007,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contract Value:,7265015.81,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
1,Painting,sft,3256.6,1680.0,5471088.0,Verified,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
2,Brick Masonry,cft,459.6,106.0,48717.6,Verified,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
3,Window Frame,nos,2886.4,850.0,2453440.0,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
4,Excavation,cft,2961.1,1767.0,5232263.7,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
5,Plumbing Fixture,nos,3682.6,53.0,195177.8,Verified,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
6,PCC 1:4:8,cft,"PKR 3,476",1267.0,4403965.3,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
7,Electrical Wiring,point,961.9,2341.0,2251807.9,As per BOQ,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,421556.0,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,3357367.0,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,42155.63,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,379400.69,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C006_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C006-02,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,27/05/2006,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,2542264.5,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,Plumbing Fixture,nos,3084.5,2275.0,7017237.5,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Excavation,cft,"4,466/-",805.0,3595371.5,Verified,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,Brick Masonry,cft,2131.6,473.0,1008246.8,Verified,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,Plastering,sft,24/-,158.0,3728.8,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,Electrical Wiring,point,143,2283.0,326469.0,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
6,PCC 1:4:8,cft,4716.6,1248.0,5886317.0,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
7,Flooring,sft,3354.3,1147.0,3847382.1,Verified,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
8,Door Frame,nos,"PKR 2,323",529.0,1228655.4,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
9,Window Frame,nos,1667.4,2423.0,4040110.2,Verified,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,857497.48,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,14763.52,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C006_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C006-03,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,18.05.2006,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,8694402.59,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,1210.3,389.0,470807.0,Verified,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,RCC M20,cft,2133.6,811.0,1730349.6,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,PCC 1:4:8,cft,2946.7,1683.0,4959296.0,Verified,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Painting,sft,"2,724/-",2357.0,6420468.0,Verified,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
5,Plastering,sft,1582.1,1686.0,,Verified,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
6,Excavation,cft,2514.2,2029.0,5101311.8,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
7,Plumbing Fixture,nos,2650.6,1257.0,3331804.2,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1128131.37,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1105998.47,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,112813.14,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1015318.23,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C006_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C006-04,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,2007/06/25,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,13667098.41,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,264.4,1179.0,311727.6,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,RCC M20,cft,PKR 800,1680.0,1344336.0,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Excavation,cft,4510.7,1387.0,6256340.9,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,2981.4,2218.0,6612745.2,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
5,Door Frame,nos,2227.8,105.0,233919.0,Verified,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,987666.25,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,9140780.02,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,98766.62,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,888899.63,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C006_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C006-05,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Date:,13/06/07,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Scope:,Civil Works,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contract Value:,13465372.03,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
1,Brick Masonry,cft,2022.1,1923.0,3888498.3,Disputed,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
2,Flooring,sft,2956.2,1989.0,5879881.8,As per BOQ,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
3,PCC 1:4:8,cft,3763.3,1468.0,5524524.4,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
4,Plastering,sft,2948.3,612.0,1804360.0,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
5,Door Frame,nos,1779.5,158.0,,Verified,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,952487.86,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,2866506.44,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,95248.79,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,857239.07,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C006_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C007-01,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Date:,18/08/06,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Scope:,Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contract Value:,11795944.97,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,2904.2,646.0,1876113.2,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
2,RCC M20,cft,2873.6,1984.0,5701222.4,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
3,Electrical Wiring,point,215,1118.0,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
4,Painting,sft,2883,1091.0,3145353.0,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,2001531.55,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,3800271.84,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,200153.16,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,1801378.39,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C007_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C007-02,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,01-05-2008,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,9781406.58,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,3488.1,720.0,2511432.0,Disputed,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Painting,sft,2426.4,2283.0,5539471.2,Verified,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,Excavation,cft,"PKR 2,870",1389.0,3986985.6,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,"2,314/-",1400.0,3239600.0,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,1693281.49,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,1117736.72,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,169328.15,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C007_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C007-03,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,08.06.2007,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,9585556.42,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Electrical Wiring,point,4225.6,1964.0,8299078.4,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,RCC M20,cft,361.2,243.0,87771.6,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Plumbing Fixture,nos,2780.6,1017.0,2827870.2,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Excavation,cft,2900.6,853.0,2474212.0,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1264212.7,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,6355506.21,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,126421.27,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1137791.43,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C007_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C007-04,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,2007/12/16,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Bilal Tiles & Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,Flooring,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,4128157.4,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,Electrical Wiring,point,4824.1,521.0,2513356.1,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,Door Frame,nos,1854,2007.0,3720978.0,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Plastering,sft,1689.2,759.0,1282102.8,Verified,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,Painting,sft,278,,,As per BOQ,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
